assay_id,n_molecules,n_actives,fraction_active,shift_type,internal_split
383093,17,17,1.0,scaffold,ood_test
420097,1,1,1.0,scaffold,ood_test
610341,29,29,1.0,scaffold,ood_test
468017,2,2,1.0,scaffold,ood_test
467683,4,4,1.0,scaffold,ood_test
688167,2,1,0.5,scaffold,ood_test
1686155,25,17,0.68,scaffold,ood_test
629724,1,1,1.0,scaffold,ood_test
1785488,3,3,1.0,scaffold,ood_test
876919,5,5,1.0,scaffold,ood_test
966433,6,6,1.0,scaffold,ood_test
1911469,1,1,1.0,scaffold,ood_test
1785482,1,1,1.0,scaffold,ood_test
305204,39,35,0.8974358974358975,scaffold,ood_test
1919649,20,17,0.85,scaffold,ood_test
88614,1,0,0.0,scaffold,ood_test
564602,6,5,0.8333333333333334,scaffold,ood_test
661996,1,0,0.0,scaffold,ood_test
688463,4,4,1.0,scaffold,ood_test
1528523,13,13,1.0,scaffold,ood_test
1466703,4,4,1.0,scaffold,ood_test
1561970,1,1,1.0,scaffold,ood_test
1556011,1,0,0.0,scaffold,ood_test
49718,7,7,1.0,scaffold,ood_test
1698722,6,5,0.8333333333333334,scaffold,ood_test
304931,10,10,1.0,scaffold,ood_test
34799,66,65,0.9848484848484849,scaffold,ood_test
1677511,1,1,1.0,scaffold,ood_test
992728,1,0,0.0,scaffold,ood_test
1287890,1,0,0.0,scaffold,ood_test
28185,37,37,1.0,scaffold,ood_test
28797,58,33,0.5689655172413793,scaffold,ood_test
305653,1,1,1.0,scaffold,ood_test
562693,9,2,0.2222222222222222,scaffold,ood_test
498215,1,1,1.0,scaffold,ood_test
501175,1,1,1.0,scaffold,ood_test
619386,15,13,0.8666666666666667,scaffold,ood_test
826120,1,1,1.0,scaffold,ood_test
908540,1,0,0.0,scaffold,ood_test
1328268,2,2,1.0,scaffold,ood_test
1496997,1,1,1.0,scaffold,ood_test
1619056,5,0,0.0,scaffold,ood_test
1619055,1,0,0.0,scaffold,ood_test
1779721,26,26,1.0,scaffold,ood_test
1993177,1,1,1.0,scaffold,ood_test
2018548,11,8,0.7272727272727273,scaffold,ood_test
809643,1,1,1.0,scaffold,ood_test
809645,4,0,0.0,scaffold,ood_test
1435476,4,4,1.0,scaffold,ood_test
1916180,1,0,0.0,scaffold,ood_test
1335496,1,1,1.0,scaffold,ood_test
326052,2,2,1.0,scaffold,ood_test
1527625,1,1,1.0,scaffold,ood_test
1337520,26,21,0.8076923076923077,scaffold,ood_test
1456602,1,0,0.0,scaffold,ood_test
1583242,1,0,0.0,scaffold,ood_test
1837839,1,1,1.0,scaffold,ood_test
1573821,56,56,1.0,scaffold,iid_test
1513934,6,6,1.0,scaffold,iid_test
1473382,28,28,1.0,scaffold,iid_test
1513931,49,49,1.0,scaffold,iid_test
1513932,1,1,1.0,scaffold,iid_test
1638332,96,96,1.0,scaffold,iid_test
498611,37,37,1.0,scaffold,iid_test
1785567,21,21,1.0,scaffold,iid_test
1638439,228,228,1.0,scaffold,iid_test
1637091,88,88,1.0,scaffold,iid_test
1918342,38,38,1.0,scaffold,iid_test
1639066,19,19,1.0,scaffold,iid_test
2018548,40,33,0.825,scaffold,iid_test
1528670,21,21,1.0,scaffold,iid_test
552584,67,29,0.43283582089552236,scaffold,iid_test
1891102,2,1,0.5,scaffold,iid_test
363048,10,10,1.0,scaffold,iid_test
1638333,5,5,1.0,scaffold,iid_test
813150,12,11,0.9166666666666666,scaffold,iid_test
1678644,31,14,0.45161290322580644,scaffold,iid_test
1637094,2,2,1.0,scaffold,iid_test
737392,44,16,0.36363636363636365,scaffold,iid_test
1528855,100,80,0.8,scaffold,iid_test
366820,7,3,0.42857142857142855,scaffold,iid_test
718656,16,14,0.875,scaffold,iid_test
737242,14,13,0.9285714285714286,scaffold,iid_test
737262,115,48,0.41739130434782606,scaffold,iid_test
159311,40,40,1.0,scaffold,iid_test
379860,22,22,1.0,scaffold,iid_test
1527944,137,123,0.8978102189781022,scaffold,iid_test
158033,44,44,1.0,scaffold,iid_test
858884,19,10,0.5263157894736842,scaffold,iid_test
622825,30,29,0.9666666666666667,scaffold,iid_test
1916171,28,6,0.21428571428571427,scaffold,iid_test
1698722,19,18,0.9473684210526315,scaffold,iid_test
1931624,6,4,0.6666666666666666,scaffold,iid_test
40265,28,28,1.0,scaffold,iid_test
1528286,100,100,1.0,scaffold,iid_test
1528798,17,16,0.9411764705882353,scaffold,iid_test
90723,19,5,0.2631578947368421,scaffold,iid_test
210045,26,18,0.6923076923076923,scaffold,iid_test
688266,291,259,0.8900343642611683,scaffold,iid_test
753234,53,14,0.2641509433962264,scaffold,iid_test
1287043,6,6,1.0,scaffold,iid_test
1698353,26,25,0.9615384615384616,scaffold,iid_test
2017163,26,18,0.6923076923076923,scaffold,iid_test
366821,2,0,0.0,scaffold,iid_test
665678,23,18,0.782608695652174,scaffold,iid_test
1473169,13,9,0.6923076923076923,scaffold,iid_test
1473486,7,4,0.5714285714285714,scaffold,iid_test
1639903,8,8,1.0,scaffold,iid_test
1527974,45,45,1.0,scaffold,iid_test
1933657,18,18,1.0,scaffold,iid_test
1639902,15,15,1.0,scaffold,iid_test
1639642,8,8,1.0,scaffold,iid_test
49717,22,22,1.0,scaffold,iid_test
737234,42,4,0.09523809523809523,scaffold,iid_test
745138,43,43,1.0,scaffold,iid_test
1527943,106,106,1.0,scaffold,iid_test
1528851,117,117,1.0,scaffold,iid_test
1528720,141,141,1.0,scaffold,iid_test
1661982,12,3,0.25,scaffold,iid_test
2074276,26,24,0.9230769230769231,scaffold,iid_test
501175,22,22,1.0,scaffold,iid_test
764847,198,198,1.0,scaffold,iid_test
967619,27,27,1.0,scaffold,iid_test
978844,55,55,1.0,scaffold,iid_test
1328269,26,26,1.0,scaffold,iid_test
1479054,223,199,0.8923766816143498,scaffold,iid_test
1509383,21,21,1.0,scaffold,iid_test
1527881,127,127,1.0,scaffold,iid_test
1528828,69,69,1.0,scaffold,iid_test
964081,31,31,1.0,scaffold,iid_test
1291534,26,26,1.0,scaffold,iid_test
1536084,27,27,1.0,scaffold,iid_test
36944,40,40,1.0,scaffold,iid_test
321561,15,14,0.9333333333333333,scaffold,iid_test
912278,16,16,1.0,scaffold,iid_test
983408,43,43,1.0,scaffold,iid_test
1527815,127,124,0.9763779527559056,scaffold,iid_test
1527607,156,156,1.0,scaffold,iid_test
1869378,29,28,0.9655172413793104,scaffold,iid_test
1886957,51,18,0.35294117647058826,scaffold,iid_test
36630,40,40,1.0,scaffold,iid_test
428500,42,42,1.0,scaffold,iid_test
688750,298,168,0.5637583892617449,scaffold,iid_test
688124,47,44,0.9361702127659575,scaffold,iid_test
1948623,12,12,1.0,scaffold,iid_test
737339,24,13,0.5416666666666666,scaffold,iid_test
985292,19,4,0.21052631578947367,scaffold,iid_test
1481883,10,8,0.8,scaffold,iid_test
1535247,44,43,0.9772727272727273,scaffold,iid_test
1528599,7,7,1.0,scaffold,iid_test
1536678,7,4,0.5714285714285714,scaffold,iid_test
1537647,63,63,1.0,scaffold,iid_test
1527982,57,57,1.0,scaffold,iid_test
1527682,34,34,1.0,scaffold,iid_test
1736661,20,5,0.25,scaffold,iid_test
2018985,18,18,1.0,scaffold,iid_test
2084082,12,12,1.0,scaffold,iid_test
28185,12,12,1.0,scaffold,iid_test
28496,30,29,0.9666666666666667,scaffold,iid_test
313008,54,53,0.9814814814814815,scaffold,iid_test
450707,32,32,1.0,scaffold,iid_test
493905,45,45,1.0,scaffold,iid_test
500129,78,78,1.0,scaffold,iid_test
736841,38,26,0.6842105263157895,scaffold,iid_test
860056,21,21,1.0,scaffold,iid_test
1500054,21,21,1.0,scaffold,iid_test
1528566,57,57,1.0,scaffold,iid_test
1537597,123,123,1.0,scaffold,iid_test
1572440,22,22,1.0,scaffold,iid_test
1637322,13,13,1.0,scaffold,iid_test
1639640,3,3,1.0,scaffold,iid_test
1639970,96,95,0.9895833333333334,scaffold,iid_test
1527913,58,58,1.0,scaffold,iid_test
1527768,29,29,1.0,scaffold,iid_test
1528893,72,72,1.0,scaffold,iid_test
1528097,44,44,1.0,scaffold,iid_test
1528151,42,42,1.0,scaffold,iid_test
1649741,4,4,1.0,scaffold,iid_test
1669514,27,27,1.0,scaffold,iid_test
1687537,20,20,1.0,scaffold,iid_test
1916746,99,87,0.8787878787878788,scaffold,iid_test
306908,32,32,1.0,scaffold,iid_test
321562,18,18,1.0,scaffold,iid_test
424955,42,42,1.0,scaffold,iid_test
631855,4,0,0.0,scaffold,iid_test
934320,15,13,0.8666666666666667,scaffold,iid_test
1280627,32,32,1.0,scaffold,iid_test
1479039,113,113,1.0,scaffold,iid_test
1527977,53,53,1.0,scaffold,iid_test
1537606,57,57,1.0,scaffold,iid_test
1528426,69,69,1.0,scaffold,iid_test
1528845,97,97,1.0,scaffold,iid_test
1528146,81,81,1.0,scaffold,iid_test
1528827,12,12,1.0,scaffold,iid_test
1649742,4,4,1.0,scaffold,iid_test
1869379,6,6,1.0,scaffold,iid_test
1931477,147,147,1.0,scaffold,iid_test
28792,19,19,1.0,scaffold,iid_test
306667,46,42,0.9130434782608695,scaffold,iid_test
368413,14,14,1.0,scaffold,iid_test
429455,32,32,1.0,scaffold,iid_test
434528,37,37,1.0,scaffold,iid_test
435551,28,28,1.0,scaffold,iid_test
587705,15,13,0.8666666666666667,scaffold,iid_test
737700,99,13,0.13131313131313133,scaffold,iid_test
766795,31,31,1.0,scaffold,iid_test
841030,34,32,0.9411764705882353,scaffold,iid_test
945919,34,31,0.9117647058823529,scaffold,iid_test
1275453,29,29,1.0,scaffold,iid_test
1528048,114,112,0.9824561403508771,scaffold,iid_test
1537607,16,16,1.0,scaffold,iid_test
1613063,51,51,1.0,scaffold,iid_test
1640001,6,6,1.0,scaffold,iid_test
1527753,182,180,0.989010989010989,scaffold,iid_test
1528185,156,156,1.0,scaffold,iid_test
1528302,146,146,1.0,scaffold,iid_test
1528496,41,41,1.0,scaffold,iid_test
1931454,39,39,1.0,scaffold,iid_test
2057749,60,46,0.7666666666666667,scaffold,iid_test
306801,35,35,1.0,scaffold,iid_test
688431,16,15,0.9375,scaffold,iid_test
688284,170,57,0.3352941176470588,scaffold,iid_test
737385,16,10,0.625,scaffold,iid_test
737724,46,12,0.2608695652173913,scaffold,iid_test
737090,91,28,0.3076923076923077,scaffold,iid_test
785501,22,22,1.0,scaffold,iid_test
922089,21,21,1.0,scaffold,iid_test
1466205,9,8,0.8888888888888888,scaffold,iid_test
1535399,158,158,1.0,scaffold,iid_test
1534778,101,101,1.0,scaffold,iid_test
1536113,42,42,1.0,scaffold,iid_test
1537035,58,58,1.0,scaffold,iid_test
1622750,31,31,1.0,scaffold,iid_test
1639638,187,187,1.0,scaffold,iid_test
1527793,72,71,0.9861111111111112,scaffold,iid_test
1527735,118,115,0.9745762711864406,scaffold,iid_test
1527765,117,117,1.0,scaffold,iid_test
1527803,25,25,1.0,scaffold,iid_test
1528015,175,175,1.0,scaffold,iid_test
1528539,18,18,1.0,scaffold,iid_test
1528550,52,52,1.0,scaffold,iid_test
1687585,30,30,1.0,scaffold,iid_test
1790985,8,8,1.0,scaffold,iid_test
1880552,8,8,1.0,scaffold,iid_test
2032465,28,28,1.0,scaffold,iid_test
2091570,18,9,0.5,scaffold,iid_test
306735,20,20,1.0,scaffold,iid_test
306744,24,24,1.0,scaffold,iid_test
453490,28,28,1.0,scaffold,iid_test
456072,22,3,0.13636363636363635,scaffold,iid_test
501174,1,1,1.0,scaffold,iid_test
630232,6,6,1.0,scaffold,iid_test
651627,45,42,0.9333333333333333,scaffold,iid_test
688354,47,14,0.2978723404255319,scaffold,iid_test
737424,92,79,0.8586956521739131,scaffold,iid_test
755794,18,18,1.0,scaffold,iid_test
901575,19,19,1.0,scaffold,iid_test
912706,7,5,0.7142857142857143,scaffold,iid_test
1274564,42,42,1.0,scaffold,iid_test
1296166,32,32,1.0,scaffold,iid_test
1454018,37,37,1.0,scaffold,iid_test
1435960,32,30,0.9375,scaffold,iid_test
1474037,40,40,1.0,scaffold,iid_test
1534634,58,58,1.0,scaffold,iid_test
1537056,94,94,1.0,scaffold,iid_test
1537646,182,182,1.0,scaffold,iid_test
1528306,46,46,1.0,scaffold,iid_test
1527914,31,31,1.0,scaffold,iid_test
1527683,57,57,1.0,scaffold,iid_test
1527636,81,81,1.0,scaffold,iid_test
1528102,73,73,1.0,scaffold,iid_test
1528385,71,71,1.0,scaffold,iid_test
1689805,39,39,1.0,scaffold,iid_test
1908152,52,45,0.8653846153846154,scaffold,iid_test
1931375,88,71,0.8068181818181818,scaffold,iid_test
1931618,62,62,1.0,scaffold,iid_test
1933810,18,18,1.0,scaffold,iid_test
2017127,52,52,1.0,scaffold,iid_test
159289,25,25,1.0,scaffold,iid_test
36952,18,18,1.0,scaffold,iid_test
326138,29,29,1.0,scaffold,iid_test
326052,21,21,1.0,scaffold,iid_test
390501,20,17,0.85,scaffold,iid_test
511068,24,24,1.0,scaffold,iid_test
515852,21,21,1.0,scaffold,iid_test
596837,35,33,0.9428571428571428,scaffold,iid_test
595037,40,39,0.975,scaffold,iid_test
612189,36,36,1.0,scaffold,iid_test
615505,25,23,0.92,scaffold,iid_test
619386,43,43,1.0,scaffold,iid_test
626787,22,22,1.0,scaffold,iid_test
631312,20,20,1.0,scaffold,iid_test
646979,41,36,0.8780487804878049,scaffold,iid_test
737266,108,52,0.48148148148148145,scaffold,iid_test
737039,11,9,0.8181818181818182,scaffold,iid_test
775393,18,18,1.0,scaffold,iid_test
818324,25,24,0.96,scaffold,iid_test
988290,41,41,1.0,scaffold,iid_test
1338727,25,25,1.0,scaffold,iid_test
1466965,24,21,0.875,scaffold,iid_test
1534727,13,13,1.0,scaffold,iid_test
1528019,63,63,1.0,scaffold,iid_test
1528636,11,11,1.0,scaffold,iid_test
1527711,39,39,1.0,scaffold,iid_test
1528368,85,85,1.0,scaffold,iid_test
1528641,59,59,1.0,scaffold,iid_test
1528250,64,64,1.0,scaffold,iid_test
1785722,52,37,0.7115384615384616,scaffold,iid_test
1870182,17,17,1.0,scaffold,iid_test
1888672,19,18,0.9473684210526315,scaffold,iid_test
1915772,66,66,1.0,scaffold,iid_test
1933811,5,5,1.0,scaffold,iid_test
1983575,6,6,1.0,scaffold,iid_test
2025958,30,29,0.9666666666666667,scaffold,iid_test
156454,17,4,0.23529411764705882,scaffold,iid_test
89920,40,40,1.0,scaffold,iid_test
305283,35,30,0.8571428571428571,scaffold,iid_test
305652,23,23,1.0,scaffold,iid_test
446786,33,33,1.0,scaffold,iid_test
458974,27,27,1.0,scaffold,iid_test
493369,33,33,1.0,scaffold,iid_test
627703,36,36,1.0,scaffold,iid_test
688482,23,12,0.5217391304347826,scaffold,iid_test
688510,37,28,0.7567567567567568,scaffold,iid_test
688838,204,21,0.10294117647058823,scaffold,iid_test
737299,6,5,0.8333333333333334,scaffold,iid_test
767700,19,19,1.0,scaffold,iid_test
797692,36,36,1.0,scaffold,iid_test
818494,40,40,1.0,scaffold,iid_test
902360,8,8,1.0,scaffold,iid_test
933806,22,22,1.0,scaffold,iid_test
988289,1,1,1.0,scaffold,iid_test
1440135,41,41,1.0,scaffold,iid_test
1479040,86,86,1.0,scaffold,iid_test
1496997,26,18,0.6923076923076923,scaffold,iid_test
1528842,222,222,1.0,scaffold,iid_test
1528260,62,62,1.0,scaffold,iid_test
1528470,14,11,0.7857142857142857,scaffold,iid_test
1536565,36,36,1.0,scaffold,iid_test
1536719,29,29,1.0,scaffold,iid_test
1637329,168,168,1.0,scaffold,iid_test
1639949,117,117,1.0,scaffold,iid_test
1640000,61,61,1.0,scaffold,iid_test
1527786,31,31,1.0,scaffold,iid_test
1527626,76,76,1.0,scaffold,iid_test
1527698,138,138,1.0,scaffold,iid_test
1528792,63,63,1.0,scaffold,iid_test
1528086,130,130,1.0,scaffold,iid_test
1528447,18,18,1.0,scaffold,iid_test
1528574,41,41,1.0,scaffold,iid_test
1528629,55,55,1.0,scaffold,iid_test
1528932,53,53,1.0,scaffold,iid_test
1528941,43,43,1.0,scaffold,iid_test
1528123,27,27,1.0,scaffold,iid_test
1682053,18,16,0.8888888888888888,scaffold,iid_test
1915814,41,29,0.7073170731707317,scaffold,iid_test
1919649,3,1,0.3333333333333333,scaffold,iid_test
159279,9,6,0.6666666666666666,scaffold,iid_test
158958,22,22,1.0,scaffold,iid_test
36941,43,43,1.0,scaffold,iid_test
305653,5,5,1.0,scaffold,iid_test
364425,25,25,1.0,scaffold,iid_test
367908,35,31,0.8857142857142857,scaffold,iid_test
447974,24,24,1.0,scaffold,iid_test
465974,13,13,1.0,scaffold,iid_test
474639,19,19,1.0,scaffold,iid_test
558515,36,36,1.0,scaffold,iid_test
560527,9,6,0.6666666666666666,scaffold,iid_test
496612,20,20,1.0,scaffold,iid_test
562387,21,21,1.0,scaffold,iid_test
536732,16,16,1.0,scaffold,iid_test
687185,32,26,0.8125,scaffold,iid_test
688780,26,15,0.5769230769230769,scaffold,iid_test
688719,53,33,0.6226415094339622,scaffold,iid_test
688242,30,14,0.4666666666666667,scaffold,iid_test
688249,15,10,0.6666666666666666,scaffold,iid_test
726362,26,25,0.9615384615384616,scaffold,iid_test
737184,23,2,0.08695652173913043,scaffold,iid_test
737194,15,13,0.8666666666666667,scaffold,iid_test
737456,16,14,0.875,scaffold,iid_test
737545,12,0,0.0,scaffold,iid_test
737208,95,93,0.9789473684210527,scaffold,iid_test
789189,46,46,1.0,scaffold,iid_test
930733,15,15,1.0,scaffold,iid_test
1520607,20,20,1.0,scaffold,iid_test
1534938,3,3,1.0,scaffold,iid_test
1536917,70,70,1.0,scaffold,iid_test
1560970,26,26,1.0,scaffold,iid_test
1589851,33,33,1.0,scaffold,iid_test
1637335,4,4,1.0,scaffold,iid_test
1637331,4,4,1.0,scaffold,iid_test
1639639,14,14,1.0,scaffold,iid_test
1639948,35,35,1.0,scaffold,iid_test
1639954,26,26,1.0,scaffold,iid_test
1639955,30,30,1.0,scaffold,iid_test
1528688,32,32,1.0,scaffold,iid_test
1527880,77,77,1.0,scaffold,iid_test
1528653,59,26,0.4406779661016949,scaffold,iid_test
1527912,38,38,1.0,scaffold,iid_test
1528025,152,152,1.0,scaffold,iid_test
1528055,262,261,0.9961832061068703,scaffold,iid_test
1527604,20,20,1.0,scaffold,iid_test
1528759,39,39,1.0,scaffold,iid_test
1715818,22,16,0.7272727272727273,scaffold,iid_test
1752434,38,38,1.0,scaffold,iid_test
1755232,56,56,1.0,scaffold,iid_test
1815523,7,4,0.5714285714285714,scaffold,iid_test
1849742,31,29,0.9354838709677419,scaffold,iid_test
1911469,25,25,1.0,scaffold,iid_test
1919048,7,7,1.0,scaffold,iid_test
1936902,405,404,0.9975308641975309,scaffold,iid_test
1936904,77,77,1.0,scaffold,iid_test
1970294,18,18,1.0,scaffold,iid_test
36933,20,20,1.0,scaffold,iid_test
91590,21,20,0.9523809523809523,scaffold,iid_test
306176,16,0,0.0,scaffold,iid_test
305569,22,22,1.0,scaffold,iid_test
331362,23,23,1.0,scaffold,iid_test
473976,12,12,1.0,scaffold,iid_test
477916,13,13,1.0,scaffold,iid_test
522127,28,27,0.9642857142857143,scaffold,iid_test
564602,8,6,0.75,scaffold,iid_test
612711,26,26,1.0,scaffold,iid_test
615506,10,8,0.8,scaffold,iid_test
622010,20,20,1.0,scaffold,iid_test
665507,14,14,1.0,scaffold,iid_test
688427,57,13,0.22807017543859648,scaffold,iid_test
688534,24,6,0.25,scaffold,iid_test
688735,46,43,0.9347826086956522,scaffold,iid_test
688741,60,49,0.8166666666666667,scaffold,iid_test
688213,49,36,0.7346938775510204,scaffold,iid_test
737369,39,17,0.4358974358974359,scaffold,iid_test
737333,25,1,0.04,scaffold,iid_test
736830,44,40,0.9090909090909091,scaffold,iid_test
737710,26,15,0.5769230769230769,scaffold,iid_test
788036,14,14,1.0,scaffold,iid_test
799449,19,19,1.0,scaffold,iid_test
804224,3,1,0.3333333333333333,scaffold,iid_test
814483,25,25,1.0,scaffold,iid_test
814588,25,25,1.0,scaffold,iid_test
822962,28,27,0.9642857142857143,scaffold,iid_test
938986,435,394,0.9057471264367816,scaffold,iid_test
974220,32,29,0.90625,scaffold,iid_test
1284012,62,48,0.7741935483870968,scaffold,iid_test
1349288,22,22,1.0,scaffold,iid_test
1479041,52,52,1.0,scaffold,iid_test
1528690,97,97,1.0,scaffold,iid_test
1537037,96,86,0.8958333333333334,scaffold,iid_test
1537108,23,23,1.0,scaffold,iid_test
1556115,8,6,0.75,scaffold,iid_test
1587416,20,20,1.0,scaffold,iid_test
1624777,32,32,1.0,scaffold,iid_test
1640197,41,41,1.0,scaffold,iid_test
1528748,21,21,1.0,scaffold,iid_test
1527823,8,8,1.0,scaffold,iid_test
1527879,257,257,1.0,scaffold,iid_test
1528101,147,147,1.0,scaffold,iid_test
1528208,19,19,1.0,scaffold,iid_test
1528775,120,119,0.9916666666666667,scaffold,iid_test
1528004,22,15,0.6818181818181818,scaffold,iid_test
1528750,13,13,1.0,scaffold,iid_test
1528121,282,282,1.0,scaffold,iid_test
1528572,45,45,1.0,scaffold,iid_test
1528884,38,38,1.0,scaffold,iid_test
1528940,73,72,0.9863013698630136,scaffold,iid_test
1528122,20,20,1.0,scaffold,iid_test
1717756,11,7,0.6363636363636364,scaffold,iid_test
1785633,33,33,1.0,scaffold,iid_test
1824410,15,15,1.0,scaffold,iid_test
1856394,31,30,0.967741935483871,scaffold,iid_test
1915758,23,23,1.0,scaffold,iid_test
1915795,37,37,1.0,scaffold,iid_test
1931478,23,23,1.0,scaffold,iid_test
1983264,22,22,1.0,scaffold,iid_test
2087396,14,9,0.6428571428571429,scaffold,iid_test
88607,11,0,0.0,scaffold,iid_test
64007,21,1,0.047619047619047616,scaffold,iid_test
159458,25,24,0.96,scaffold,iid_test
49718,18,17,0.9444444444444444,scaffold,iid_test
28340,32,32,1.0,scaffold,iid_test
305174,45,43,0.9555555555555556,scaffold,iid_test
321621,16,15,0.9375,scaffold,iid_test
438898,23,23,1.0,scaffold,iid_test
462588,19,19,1.0,scaffold,iid_test
556764,23,23,1.0,scaffold,iid_test
607913,16,16,1.0,scaffold,iid_test
688451,18,4,0.2222222222222222,scaffold,iid_test
688540,6,4,0.6666666666666666,scaffold,iid_test
688503,17,16,0.9411764705882353,scaffold,iid_test
688680,45,30,0.6666666666666666,scaffold,iid_test
688231,6,1,0.16666666666666666,scaffold,iid_test
688243,5,4,0.8,scaffold,iid_test
688195,21,11,0.5238095238095238,scaffold,iid_test
688337,5,1,0.2,scaffold,iid_test
737376,2,1,0.5,scaffold,iid_test
736852,2,2,1.0,scaffold,iid_test
737638,1,0,0.0,scaffold,iid_test
737270,14,12,0.8571428571428571,scaffold,iid_test
737000,10,9,0.9,scaffold,iid_test
770426,37,37,1.0,scaffold,iid_test
770788,28,23,0.8214285714285714,scaffold,iid_test
834203,7,7,1.0,scaffold,iid_test
976374,27,27,1.0,scaffold,iid_test
978889,44,44,1.0,scaffold,iid_test
983404,1,1,1.0,scaffold,iid_test
1458502,9,8,0.8888888888888888,scaffold,iid_test
1460146,32,29,0.90625,scaffold,iid_test
1459507,25,25,1.0,scaffold,iid_test
1453986,15,8,0.5333333333333333,scaffold,iid_test
1454592,2,2,1.0,scaffold,iid_test
1536249,80,80,1.0,scaffold,iid_test
1535400,2,2,1.0,scaffold,iid_test
1536232,50,50,1.0,scaffold,iid_test
1536270,20,20,1.0,scaffold,iid_test
1536328,76,76,1.0,scaffold,iid_test
1528297,24,24,1.0,scaffold,iid_test
1537107,51,51,1.0,scaffold,iid_test
1561969,16,15,0.9375,scaffold,iid_test
1637074,28,28,1.0,scaffold,iid_test
1528692,15,15,1.0,scaffold,iid_test
1527871,39,39,1.0,scaffold,iid_test
1528202,140,140,1.0,scaffold,iid_test
1527791,78,78,1.0,scaffold,iid_test
1527877,25,25,1.0,scaffold,iid_test
1527619,28,28,1.0,scaffold,iid_test
1527688,128,128,1.0,scaffold,iid_test
1527699,33,33,1.0,scaffold,iid_test
1528363,49,49,1.0,scaffold,iid_test
1528428,34,34,1.0,scaffold,iid_test
1528312,148,148,1.0,scaffold,iid_test
1528556,23,23,1.0,scaffold,iid_test
1528777,54,54,1.0,scaffold,iid_test
1528344,6,1,0.16666666666666666,scaffold,iid_test
1740512,12,5,0.4166666666666667,scaffold,iid_test
1760555,30,30,1.0,scaffold,iid_test
1770432,20,15,0.75,scaffold,iid_test
1785479,15,15,1.0,scaffold,iid_test
1785716,25,25,1.0,scaffold,iid_test
1832204,18,18,1.0,scaffold,iid_test
1849809,18,17,0.9444444444444444,scaffold,iid_test
1931436,45,36,0.8,scaffold,iid_test
1973332,24,24,1.0,scaffold,iid_test
1981863,20,19,0.95,scaffold,iid_test
1987222,27,27,1.0,scaffold,iid_test
1995817,41,41,1.0,scaffold,iid_test
2024728,8,8,1.0,scaffold,iid_test
2074095,32,31,0.96875,scaffold,iid_test
2076121,32,32,1.0,scaffold,iid_test
2084214,8,8,1.0,scaffold,iid_test
306314,19,19,1.0,scaffold,iid_test
306492,16,14,0.875,scaffold,iid_test
453677,13,2,0.15384615384615385,scaffold,iid_test
560809,22,20,0.9090909090909091,scaffold,iid_test
563052,31,31,1.0,scaffold,iid_test
610820,2,2,1.0,scaffold,iid_test
612849,25,16,0.64,scaffold,iid_test
647226,18,18,1.0,scaffold,iid_test
688202,36,24,0.6666666666666666,scaffold,iid_test
688174,2,0,0.0,scaffold,iid_test
688307,81,12,0.14814814814814814,scaffold,iid_test
688362,12,5,0.4166666666666667,scaffold,iid_test
688616,7,1,0.14285714285714285,scaffold,iid_test
737315,5,2,0.4,scaffold,iid_test
737534,9,6,0.6666666666666666,scaffold,iid_test
737709,35,21,0.6,scaffold,iid_test
736833,105,73,0.6952380952380952,scaffold,iid_test
737351,22,13,0.5909090909090909,scaffold,iid_test
736957,1,0,0.0,scaffold,iid_test
737112,139,0,0.0,scaffold,iid_test
772988,28,28,1.0,scaffold,iid_test
804223,17,14,0.8235294117647058,scaffold,iid_test
947686,23,23,1.0,scaffold,iid_test
951962,4,4,1.0,scaffold,iid_test
958172,20,7,0.35,scaffold,iid_test
983409,4,4,1.0,scaffold,iid_test
1289425,12,8,0.6666666666666666,scaffold,iid_test
1457493,18,18,1.0,scaffold,iid_test
1479042,1,0,0.0,scaffold,iid_test
1528103,16,15,0.9375,scaffold,iid_test
1527742,12,12,1.0,scaffold,iid_test
1528541,14,13,0.9285714285714286,scaffold,iid_test
1536567,6,6,1.0,scaffold,iid_test
1537598,54,54,1.0,scaffold,iid_test
1555044,19,17,0.8947368421052632,scaffold,iid_test
1622765,22,22,1.0,scaffold,iid_test
1637098,1,1,1.0,scaffold,iid_test
1637153,1,1,1.0,scaffold,iid_test
1637155,1,1,1.0,scaffold,iid_test
1638155,36,36,1.0,scaffold,iid_test
1527757,70,70,1.0,scaffold,iid_test
1527923,33,33,1.0,scaffold,iid_test
1527760,18,18,1.0,scaffold,iid_test
1527950,51,45,0.8823529411764706,scaffold,iid_test
1528635,45,44,0.9777777777777777,scaffold,iid_test
1528543,92,92,1.0,scaffold,iid_test
1528320,45,45,1.0,scaffold,iid_test
1528158,7,3,0.42857142857142855,scaffold,iid_test
1528507,30,29,0.9666666666666667,scaffold,iid_test
1528283,12,12,1.0,scaffold,iid_test
1696511,21,21,1.0,scaffold,iid_test
1711679,13,13,1.0,scaffold,iid_test
1731300,15,14,0.9333333333333333,scaffold,iid_test
1785544,7,7,1.0,scaffold,iid_test
1809091,28,28,1.0,scaffold,iid_test
1865277,7,7,1.0,scaffold,iid_test
1904982,30,30,1.0,scaffold,iid_test
1915793,14,14,1.0,scaffold,iid_test
1931626,23,21,0.9130434782608695,scaffold,iid_test
2023572,34,27,0.7941176470588235,scaffold,iid_test
