domain_id,n_molecules,n_actives,fraction_active,shift_type,internal_split
16319,1,0,0.0,scaffold,ood_test
16332,9,9,1.0,scaffold,ood_test
16361,1,1,1.0,scaffold,ood_test
16511,1,1,1.0,scaffold,ood_test
16718,3,3,1.0,scaffold,ood_test
16805,2,2,1.0,scaffold,ood_test
16816,2,2,1.0,scaffold,ood_test
16903,39,35,0.8974358974358975,scaffold,ood_test
16904,1,1,1.0,scaffold,ood_test
16906,1,0,0.0,scaffold,ood_test
16910,1,1,1.0,scaffold,ood_test
16912,8,3,0.375,scaffold,ood_test
16913,2,2,1.0,scaffold,ood_test
16937,1,1,1.0,scaffold,ood_test
17201,1,1,1.0,scaffold,ood_test
17322,1,1,1.0,scaffold,ood_test
17332,1,1,1.0,scaffold,ood_test
17405,1,1,1.0,scaffold,ood_test
17410,2,0,0.0,scaffold,ood_test
17411,1,0,0.0,scaffold,ood_test
17446,4,4,1.0,scaffold,ood_test
17629,26,26,1.0,scaffold,ood_test
17630,1,1,1.0,scaffold,ood_test
17632,1,0,0.0,scaffold,ood_test
17633,1,1,1.0,scaffold,ood_test
17820,34,34,1.0,scaffold,ood_test
18089,3,3,1.0,scaffold,ood_test
18186,1,1,1.0,scaffold,ood_test
18203,3,3,1.0,scaffold,ood_test
18236,1,1,1.0,scaffold,ood_test
18441,1,1,1.0,scaffold,ood_test
18610,1,1,1.0,scaffold,ood_test
18623,1,1,1.0,scaffold,ood_test
18637,1,1,1.0,scaffold,ood_test
18671,1,1,1.0,scaffold,ood_test
18727,2,2,1.0,scaffold,ood_test
18734,5,5,1.0,scaffold,ood_test
18888,1,1,1.0,scaffold,ood_test
19027,1,1,1.0,scaffold,ood_test
19131,1,1,1.0,scaffold,ood_test
19134,1,1,1.0,scaffold,ood_test
19142,1,1,1.0,scaffold,ood_test
19146,3,3,1.0,scaffold,ood_test
19156,4,1,0.25,scaffold,ood_test
19170,1,1,1.0,scaffold,ood_test
19175,1,1,1.0,scaffold,ood_test
19256,2,2,1.0,scaffold,ood_test
19363,1,1,1.0,scaffold,ood_test
19370,1,1,1.0,scaffold,ood_test
19417,1,1,1.0,scaffold,ood_test
19645,1,1,1.0,scaffold,ood_test
19648,1,1,1.0,scaffold,ood_test
19653,1,1,1.0,scaffold,ood_test
19660,1,0,0.0,scaffold,ood_test
19665,1,1,1.0,scaffold,ood_test
20211,1,1,1.0,scaffold,ood_test
20522,1,1,1.0,scaffold,ood_test
20548,3,3,1.0,scaffold,ood_test
20549,2,1,0.5,scaffold,ood_test
20550,2,2,1.0,scaffold,ood_test
20922,2,2,1.0,scaffold,ood_test
20950,1,1,1.0,scaffold,ood_test
20953,1,1,1.0,scaffold,ood_test
20964,2,0,0.0,scaffold,ood_test
20990,5,0,0.0,scaffold,ood_test
22179,5,3,0.6,scaffold,ood_test
22452,1,0,0.0,scaffold,ood_test
22807,94,94,1.0,scaffold,ood_test
22811,39,39,1.0,scaffold,ood_test
22828,1,1,1.0,scaffold,ood_test
22901,2,2,1.0,scaffold,ood_test
23685,1,1,1.0,scaffold,ood_test
23809,7,7,1.0,scaffold,ood_test
23810,1,1,1.0,scaffold,ood_test
23827,1,1,1.0,scaffold,ood_test
23828,1,1,1.0,scaffold,ood_test
23829,1,1,1.0,scaffold,ood_test
23849,1,1,1.0,scaffold,ood_test
24955,1,1,1.0,scaffold,ood_test
24965,1,0,0.0,scaffold,ood_test
24988,12,12,1.0,scaffold,ood_test
25001,1,1,1.0,scaffold,ood_test
25002,2,2,1.0,scaffold,ood_test
25049,1,1,1.0,scaffold,ood_test
25054,6,4,0.6666666666666666,scaffold,ood_test
25055,4,4,1.0,scaffold,ood_test
25066,3,3,1.0,scaffold,ood_test
25067,1,1,1.0,scaffold,ood_test
25074,2,2,1.0,scaffold,ood_test
25090,1,1,1.0,scaffold,ood_test
25247,9,9,1.0,scaffold,ood_test
25251,1,1,1.0,scaffold,ood_test
25255,2,2,1.0,scaffold,ood_test
25258,1,1,1.0,scaffold,ood_test
25263,4,4,1.0,scaffold,ood_test
25264,3,3,1.0,scaffold,ood_test
25311,3,3,1.0,scaffold,ood_test
25381,2,2,1.0,scaffold,ood_test
25398,2,2,1.0,scaffold,ood_test
25402,1,1,1.0,scaffold,ood_test
25763,1,1,1.0,scaffold,ood_test
26181,2,2,1.0,scaffold,ood_test
26183,1,1,1.0,scaffold,ood_test
26214,8,8,1.0,scaffold,ood_test
26218,1,1,1.0,scaffold,ood_test
26219,2,2,1.0,scaffold,ood_test
28203,3,3,1.0,scaffold,ood_test
28354,2,2,1.0,scaffold,ood_test
28412,1,1,1.0,scaffold,ood_test
28413,1,1,1.0,scaffold,ood_test
29000,1,1,1.0,scaffold,ood_test
29111,1,1,1.0,scaffold,ood_test
29407,2,2,1.0,scaffold,ood_test
29423,4,4,1.0,scaffold,ood_test
29424,1,1,1.0,scaffold,ood_test
29427,1,1,1.0,scaffold,ood_test
29428,1,1,1.0,scaffold,ood_test
30267,1,1,1.0,scaffold,ood_test
30268,1,1,1.0,scaffold,ood_test
30269,1,0,0.0,scaffold,ood_test
30270,1,0,0.0,scaffold,ood_test
30391,1,0,0.0,scaffold,ood_test
30414,1,0,0.0,scaffold,ood_test
30514,1,0,0.0,scaffold,ood_test
30519,1,0,0.0,scaffold,ood_test
30558,1,0,0.0,scaffold,ood_test
30568,5,5,1.0,scaffold,ood_test
30584,3,0,0.0,scaffold,ood_test
30602,1,1,1.0,scaffold,ood_test
30623,3,3,1.0,scaffold,ood_test
30624,1,1,1.0,scaffold,ood_test
30626,1,1,1.0,scaffold,ood_test
30627,1,1,1.0,scaffold,ood_test
30870,33,33,1.0,scaffold,ood_test
30871,1,1,1.0,scaffold,ood_test
30976,6,6,1.0,scaffold,ood_test
30978,1,1,1.0,scaffold,ood_test
31224,1,1,1.0,scaffold,ood_test
31234,1,1,1.0,scaffold,ood_test
31361,17,17,1.0,scaffold,ood_test
31362,4,4,1.0,scaffold,ood_test
31364,59,59,1.0,scaffold,ood_test
31368,1,1,1.0,scaffold,ood_test
31372,2,2,1.0,scaffold,ood_test
31433,1,1,1.0,scaffold,ood_test
31484,1,1,1.0,scaffold,ood_test
31554,3,3,1.0,scaffold,ood_test
31560,2,2,1.0,scaffold,ood_test
31561,2,2,1.0,scaffold,ood_test
31564,2,2,1.0,scaffold,ood_test
31565,1,1,1.0,scaffold,ood_test
31571,1,0,0.0,scaffold,ood_test
31573,4,4,1.0,scaffold,ood_test
31574,1,1,1.0,scaffold,ood_test
31575,1,1,1.0,scaffold,ood_test
31576,1,1,1.0,scaffold,ood_test
31577,1,1,1.0,scaffold,ood_test
31578,3,3,1.0,scaffold,ood_test
31579,3,3,1.0,scaffold,ood_test
31740,1,0,0.0,scaffold,ood_test
31749,1,1,1.0,scaffold,ood_test
31927,10,10,1.0,scaffold,ood_test
31928,3,3,1.0,scaffold,ood_test
31929,1,1,1.0,scaffold,ood_test
31931,1,1,1.0,scaffold,ood_test
31936,1,1,1.0,scaffold,ood_test
32187,6,6,1.0,scaffold,ood_test
32194,5,5,1.0,scaffold,ood_test
32206,1,1,1.0,scaffold,ood_test
32302,1,1,1.0,scaffold,ood_test
32307,1,1,1.0,scaffold,ood_test
32531,3,2,0.6666666666666666,scaffold,ood_test
32533,1,0,0.0,scaffold,ood_test
32757,1,1,1.0,scaffold,ood_test
32765,1,1,1.0,scaffold,ood_test
32838,1,1,1.0,scaffold,ood_test
32900,2,2,1.0,scaffold,ood_test
33069,2,2,1.0,scaffold,ood_test
33071,1,1,1.0,scaffold,ood_test
33076,2,2,1.0,scaffold,ood_test
33078,3,3,1.0,scaffold,ood_test
33082,1,1,1.0,scaffold,ood_test
33085,1,1,1.0,scaffold,ood_test
33086,1,1,1.0,scaffold,ood_test
33089,1,1,1.0,scaffold,ood_test
33091,1,1,1.0,scaffold,ood_test
33097,4,4,1.0,scaffold,ood_test
33110,1,0,0.0,scaffold,ood_test
33171,1,1,1.0,scaffold,ood_test
33221,1,1,1.0,scaffold,ood_test
33385,89,89,1.0,scaffold,ood_test
33426,22,22,1.0,scaffold,ood_test
33430,2,2,1.0,scaffold,ood_test
33432,1,1,1.0,scaffold,ood_test
34040,1,1,1.0,scaffold,ood_test
34217,1,1,1.0,scaffold,ood_test
34221,3,3,1.0,scaffold,ood_test
34226,2,2,1.0,scaffold,ood_test
34522,1,1,1.0,scaffold,ood_test
34541,1,1,1.0,scaffold,ood_test
34545,1,1,1.0,scaffold,ood_test
34612,1,0,0.0,scaffold,ood_test
34632,1,1,1.0,scaffold,ood_test
34715,11,11,1.0,scaffold,ood_test
34776,1,0,0.0,scaffold,ood_test
34831,1,1,1.0,scaffold,ood_test
34832,1,1,1.0,scaffold,ood_test
34837,1,1,1.0,scaffold,ood_test
34839,1,1,1.0,scaffold,ood_test
35155,24,15,0.625,scaffold,ood_test
35156,2,1,0.5,scaffold,ood_test
35157,2,1,0.5,scaffold,ood_test
35206,1,1,1.0,scaffold,ood_test
35209,1,1,1.0,scaffold,ood_test
35252,1,1,1.0,scaffold,ood_test
35254,1,1,1.0,scaffold,ood_test
35255,1,1,1.0,scaffold,ood_test
35346,1,1,1.0,scaffold,ood_test
35373,2,2,1.0,scaffold,ood_test
35498,2,1,0.5,scaffold,ood_test
35501,2,0,0.0,scaffold,ood_test
35510,21,17,0.8095238095238095,scaffold,ood_test
20,24,15,0.625,scaffold,ood_test
175,6,6,1.0,scaffold,ood_test
265,10,2,0.2,scaffold,ood_test
371,1,1,1.0,scaffold,ood_test
375,55,30,0.5454545454545454,scaffold,ood_test
377,4,2,0.5,scaffold,ood_test
382,2,1,0.5,scaffold,ood_test
403,28,22,0.7857142857142857,scaffold,ood_test
572,1,1,1.0,scaffold,ood_test
640,1,0,0.0,scaffold,ood_test
645,2,2,1.0,scaffold,ood_test
646,8,8,1.0,scaffold,ood_test
889,1,1,1.0,scaffold,ood_test
911,31,23,0.7419354838709677,scaffold,ood_test
930,20,20,1.0,scaffold,ood_test
931,18,17,0.9444444444444444,scaffold,ood_test
1058,31,31,1.0,scaffold,ood_test
1074,1,1,1.0,scaffold,ood_test
1094,2,2,1.0,scaffold,ood_test
1216,1,1,1.0,scaffold,ood_test
1231,3,3,1.0,scaffold,ood_test
1234,2,2,1.0,scaffold,ood_test
1257,1,1,1.0,scaffold,ood_test
1499,74,62,0.8378378378378378,scaffold,ood_test
1501,7,5,0.7142857142857143,scaffold,ood_test
1507,22,22,1.0,scaffold,ood_test
1525,1,1,1.0,scaffold,ood_test
1752,18,18,1.0,scaffold,ood_test
1869,3,3,1.0,scaffold,ood_test
1906,20,20,1.0,scaffold,ood_test
2026,2,2,1.0,scaffold,ood_test
2031,1,1,1.0,scaffold,ood_test
2055,17,17,1.0,scaffold,ood_test
2057,2,2,1.0,scaffold,ood_test
2058,76,51,0.6710526315789473,scaffold,ood_test
2060,5,2,0.4,scaffold,ood_test
2065,49,49,1.0,scaffold,ood_test
2110,1,1,1.0,scaffold,ood_test
2528,1,1,1.0,scaffold,ood_test
2532,1,1,1.0,scaffold,ood_test
2650,19,19,1.0,scaffold,ood_test
2677,1,1,1.0,scaffold,ood_test
2844,29,14,0.4827586206896552,scaffold,ood_test
2953,1,1,1.0,scaffold,ood_test
2990,19,13,0.6842105263157895,scaffold,ood_test
3107,26,16,0.6153846153846154,scaffold,ood_test
3185,2,0,0.0,scaffold,ood_test
3190,3,0,0.0,scaffold,ood_test
3198,1,0,0.0,scaffold,ood_test
3235,1,1,1.0,scaffold,ood_test
3319,1,0,0.0,scaffold,ood_test
3349,1,1,1.0,scaffold,ood_test
3508,5,4,0.8,scaffold,ood_test
3669,1,1,1.0,scaffold,ood_test
3681,1,1,1.0,scaffold,ood_test
3682,2,2,1.0,scaffold,ood_test
3826,1,1,1.0,scaffold,ood_test
3907,1,0,0.0,scaffold,ood_test
3960,1,1,1.0,scaffold,ood_test
3961,1,1,1.0,scaffold,ood_test
3979,41,38,0.926829268292683,scaffold,ood_test
4009,1,1,1.0,scaffold,ood_test
4011,1,1,1.0,scaffold,ood_test
4123,34,25,0.7352941176470589,scaffold,ood_test
4129,1,0,0.0,scaffold,ood_test
4130,3,2,0.6666666666666666,scaffold,ood_test
4131,1,1,1.0,scaffold,ood_test
4132,1,0,0.0,scaffold,ood_test
4133,1,0,0.0,scaffold,ood_test
4134,2,1,0.5,scaffold,ood_test
4135,2,0,0.0,scaffold,ood_test
4136,1,0,0.0,scaffold,ood_test
4137,1,1,1.0,scaffold,ood_test
4249,11,9,0.8181818181818182,scaffold,ood_test
4263,1,0,0.0,scaffold,ood_test
4353,19,15,0.7894736842105263,scaffold,ood_test
4355,1,1,1.0,scaffold,ood_test
4357,3,1,0.3333333333333333,scaffold,ood_test
4359,9,9,1.0,scaffold,ood_test
4362,1,1,1.0,scaffold,ood_test
4495,9,8,0.8888888888888888,scaffold,ood_test
4632,1,1,1.0,scaffold,ood_test
4669,2,0,0.0,scaffold,ood_test
4690,3,3,1.0,scaffold,ood_test
4791,1,1,1.0,scaffold,ood_test
4877,1,1,1.0,scaffold,ood_test
4983,56,54,0.9642857142857143,scaffold,ood_test
4993,2,1,0.5,scaffold,ood_test
5010,1,0,0.0,scaffold,ood_test
5015,1,1,1.0,scaffold,ood_test
5035,1,1,1.0,scaffold,ood_test
5062,3,2,0.6666666666666666,scaffold,ood_test
5091,6,1,0.16666666666666666,scaffold,ood_test
5136,1,0,0.0,scaffold,ood_test
5150,1,0,0.0,scaffold,ood_test
5151,6,4,0.6666666666666666,scaffold,ood_test
5157,1,1,1.0,scaffold,ood_test
5162,1,1,1.0,scaffold,ood_test
5180,1,0,0.0,scaffold,ood_test
5254,1,0,0.0,scaffold,ood_test
5279,1,1,1.0,scaffold,ood_test
5304,1,0,0.0,scaffold,ood_test
5334,5,0,0.0,scaffold,ood_test
5351,2,1,0.5,scaffold,ood_test
5375,3,2,0.6666666666666666,scaffold,ood_test
5378,1,1,1.0,scaffold,ood_test
5391,1,0,0.0,scaffold,ood_test
5433,1,1,1.0,scaffold,ood_test
5462,1,1,1.0,scaffold,ood_test
5487,20,9,0.45,scaffold,ood_test
5503,9,6,0.6666666666666666,scaffold,ood_test
5504,2,2,1.0,scaffold,ood_test
5548,7,5,0.7142857142857143,scaffold,ood_test
5561,1,1,1.0,scaffold,ood_test
5566,8,7,0.875,scaffold,ood_test
5578,2,0,0.0,scaffold,ood_test
5633,2,1,0.5,scaffold,ood_test
5645,1,1,1.0,scaffold,ood_test
5656,1,1,1.0,scaffold,ood_test
5719,1,0,0.0,scaffold,ood_test
5729,1,0,0.0,scaffold,ood_test
5735,1,1,1.0,scaffold,ood_test
5762,76,76,1.0,scaffold,ood_test
5770,2,0,0.0,scaffold,ood_test
5797,3,3,1.0,scaffold,ood_test
5843,2,1,0.5,scaffold,ood_test
5856,1,0,0.0,scaffold,ood_test
5865,1,0,0.0,scaffold,ood_test
5871,3,1,0.3333333333333333,scaffold,ood_test
5874,8,5,0.625,scaffold,ood_test
5936,19,9,0.47368421052631576,scaffold,ood_test
5948,2,2,1.0,scaffold,ood_test
5984,6,3,0.5,scaffold,ood_test
5987,3,3,1.0,scaffold,ood_test
6081,5,3,0.6,scaffold,ood_test
6163,1,1,1.0,scaffold,ood_test
6209,1,1,1.0,scaffold,ood_test
6234,1,1,1.0,scaffold,ood_test
6249,1,1,1.0,scaffold,ood_test
6311,1,1,1.0,scaffold,ood_test
6322,2,1,0.5,scaffold,ood_test
6355,2,1,0.5,scaffold,ood_test
6365,1,1,1.0,scaffold,ood_test
6440,4,1,0.25,scaffold,ood_test
6461,1,0,0.0,scaffold,ood_test
6489,1,1,1.0,scaffold,ood_test
6532,1,1,1.0,scaffold,ood_test
6563,2,0,0.0,scaffold,ood_test
6628,2,1,0.5,scaffold,ood_test
6638,1,1,1.0,scaffold,ood_test
6653,3,0,0.0,scaffold,ood_test
6701,1,0,0.0,scaffold,ood_test
6703,2,0,0.0,scaffold,ood_test
6742,1,1,1.0,scaffold,ood_test
6786,7,6,0.8571428571428571,scaffold,ood_test
6835,1,1,1.0,scaffold,ood_test
6836,2,0,0.0,scaffold,ood_test
6946,1,0,0.0,scaffold,ood_test
6967,4,2,0.5,scaffold,ood_test
6971,1,1,1.0,scaffold,ood_test
6976,2,2,1.0,scaffold,ood_test
7017,1,0,0.0,scaffold,ood_test
7044,4,2,0.5,scaffold,ood_test
7127,1,0,0.0,scaffold,ood_test
7133,2,1,0.5,scaffold,ood_test
7164,1,1,1.0,scaffold,ood_test
7253,1,0,0.0,scaffold,ood_test
7277,1,1,1.0,scaffold,ood_test
7319,1,0,0.0,scaffold,ood_test
7339,1,0,0.0,scaffold,ood_test
7423,1,1,1.0,scaffold,ood_test
7438,3,1,0.3333333333333333,scaffold,ood_test
7445,1,0,0.0,scaffold,ood_test
7450,1,0,0.0,scaffold,ood_test
7460,1,1,1.0,scaffold,ood_test
7536,3,0,0.0,scaffold,ood_test
7591,1,1,1.0,scaffold,ood_test
7621,1,0,0.0,scaffold,ood_test
7665,4,2,0.5,scaffold,ood_test
7672,2,2,1.0,scaffold,ood_test
7758,1,0,0.0,scaffold,ood_test
7803,1,1,1.0,scaffold,ood_test
7851,2,0,0.0,scaffold,ood_test
7855,2,0,0.0,scaffold,ood_test
7866,1,0,0.0,scaffold,ood_test
7904,1,0,0.0,scaffold,ood_test
7957,3,0,0.0,scaffold,ood_test
7966,1,1,1.0,scaffold,ood_test
8040,1,0,0.0,scaffold,ood_test
8080,1,0,0.0,scaffold,ood_test
8082,1,0,0.0,scaffold,ood_test
8100,2,0,0.0,scaffold,ood_test
8114,2,1,0.5,scaffold,ood_test
8119,1,1,1.0,scaffold,ood_test
8123,1,1,1.0,scaffold,ood_test
8126,1,0,0.0,scaffold,ood_test
8149,1,1,1.0,scaffold,ood_test
8155,1,1,1.0,scaffold,ood_test
8159,1,0,0.0,scaffold,ood_test
8160,1,1,1.0,scaffold,ood_test
8167,2,1,0.5,scaffold,ood_test
8170,3,1,0.3333333333333333,scaffold,ood_test
8184,1,0,0.0,scaffold,ood_test
8188,2,2,1.0,scaffold,ood_test
8193,1,0,0.0,scaffold,ood_test
8209,1,1,1.0,scaffold,ood_test
8218,1,1,1.0,scaffold,ood_test
8276,3,3,1.0,scaffold,ood_test
8330,6,5,0.8333333333333334,scaffold,ood_test
8357,1,1,1.0,scaffold,ood_test
8359,3,3,1.0,scaffold,ood_test
8364,2,2,1.0,scaffold,ood_test
8380,1,1,1.0,scaffold,ood_test
8386,1,1,1.0,scaffold,ood_test
8426,1,1,1.0,scaffold,ood_test
8478,1,1,1.0,scaffold,ood_test
8524,1,1,1.0,scaffold,ood_test
8531,2,2,1.0,scaffold,ood_test
8541,3,1,0.3333333333333333,scaffold,ood_test
8588,1,1,1.0,scaffold,ood_test
8719,1,1,1.0,scaffold,ood_test
8720,1,1,1.0,scaffold,ood_test
8753,2,0,0.0,scaffold,ood_test
8775,1,0,0.0,scaffold,ood_test
8790,1,0,0.0,scaffold,ood_test
8812,3,3,1.0,scaffold,ood_test
8813,15,15,1.0,scaffold,ood_test
8822,4,4,1.0,scaffold,ood_test
8844,1,1,1.0,scaffold,ood_test
8865,1,1,1.0,scaffold,ood_test
8867,1,1,1.0,scaffold,ood_test
8887,1,1,1.0,scaffold,ood_test
8897,2,2,1.0,scaffold,ood_test
8915,2,1,0.5,scaffold,ood_test
8966,1,0,0.0,scaffold,ood_test
8997,1,0,0.0,scaffold,ood_test
8999,1,1,1.0,scaffold,ood_test
9000,1,1,1.0,scaffold,ood_test
9022,2,0,0.0,scaffold,ood_test
9139,1,0,0.0,scaffold,ood_test
9224,1,0,0.0,scaffold,ood_test
9245,1,0,0.0,scaffold,ood_test
9254,3,0,0.0,scaffold,ood_test
9282,1,0,0.0,scaffold,ood_test
9289,1,0,0.0,scaffold,ood_test
9442,1,1,1.0,scaffold,ood_test
9445,1,1,1.0,scaffold,ood_test
9458,1,1,1.0,scaffold,ood_test
9514,2,1,0.5,scaffold,ood_test
9522,1,0,0.0,scaffold,ood_test
9546,4,4,1.0,scaffold,ood_test
9560,1,0,0.0,scaffold,ood_test
9580,2,2,1.0,scaffold,ood_test
9624,2,2,1.0,scaffold,ood_test
9633,2,2,1.0,scaffold,ood_test
9634,1,1,1.0,scaffold,ood_test
9651,1,1,1.0,scaffold,ood_test
9652,2,2,1.0,scaffold,ood_test
9722,1,0,0.0,scaffold,ood_test
9741,1,0,0.0,scaffold,ood_test
9766,8,6,0.75,scaffold,ood_test
9816,3,2,0.6666666666666666,scaffold,ood_test
9841,1,1,1.0,scaffold,ood_test
9912,1,1,1.0,scaffold,ood_test
9927,1,1,1.0,scaffold,ood_test
9930,7,4,0.5714285714285714,scaffold,ood_test
9942,1,0,0.0,scaffold,ood_test
9950,9,9,1.0,scaffold,ood_test
9988,1,0,0.0,scaffold,ood_test
9995,2,1,0.5,scaffold,ood_test
10014,1,1,1.0,scaffold,ood_test
10043,1,0,0.0,scaffold,ood_test
10117,1,0,0.0,scaffold,ood_test
10161,1,0,0.0,scaffold,ood_test
10168,1,1,1.0,scaffold,ood_test
10172,1,1,1.0,scaffold,ood_test
10233,1,1,1.0,scaffold,ood_test
10235,1,0,0.0,scaffold,ood_test
10256,1,1,1.0,scaffold,ood_test
10313,1,1,1.0,scaffold,ood_test
10328,1,1,1.0,scaffold,ood_test
10337,1,1,1.0,scaffold,ood_test
10351,1,0,0.0,scaffold,ood_test
10396,1,0,0.0,scaffold,ood_test
10478,1,1,1.0,scaffold,ood_test
10485,2,1,0.5,scaffold,ood_test
10515,1,0,0.0,scaffold,ood_test
10516,4,2,0.5,scaffold,ood_test
10518,4,0,0.0,scaffold,ood_test
10521,3,3,1.0,scaffold,ood_test
10523,1,0,0.0,scaffold,ood_test
10533,1,1,1.0,scaffold,ood_test
10558,1,0,0.0,scaffold,ood_test
10559,1,1,1.0,scaffold,ood_test
10601,3,0,0.0,scaffold,ood_test
10623,1,0,0.0,scaffold,ood_test
10663,1,0,0.0,scaffold,ood_test
10672,3,2,0.6666666666666666,scaffold,ood_test
10715,1,0,0.0,scaffold,ood_test
10717,1,0,0.0,scaffold,ood_test
10721,1,0,0.0,scaffold,ood_test
10724,1,0,0.0,scaffold,ood_test
10756,1,0,0.0,scaffold,ood_test
10822,1,1,1.0,scaffold,ood_test
10826,1,0,0.0,scaffold,ood_test
10881,1,0,0.0,scaffold,ood_test
10894,1,1,1.0,scaffold,ood_test
10909,1,1,1.0,scaffold,ood_test
10935,2,0,0.0,scaffold,ood_test
10947,1,1,1.0,scaffold,ood_test
10954,1,1,1.0,scaffold,ood_test
10969,1,0,0.0,scaffold,ood_test
11065,1,0,0.0,scaffold,ood_test
11084,1,1,1.0,scaffold,ood_test
11152,1,0,0.0,scaffold,ood_test
11157,1,1,1.0,scaffold,ood_test
11174,1,0,0.0,scaffold,ood_test
11193,1,0,0.0,scaffold,ood_test
11224,1,0,0.0,scaffold,ood_test
11233,1,0,0.0,scaffold,ood_test
11252,1,0,0.0,scaffold,ood_test
11266,1,1,1.0,scaffold,ood_test
11300,1,1,1.0,scaffold,ood_test
11310,1,1,1.0,scaffold,ood_test
11352,1,1,1.0,scaffold,ood_test
11354,1,0,0.0,scaffold,ood_test
11431,1,1,1.0,scaffold,ood_test
11440,1,1,1.0,scaffold,ood_test
11448,1,1,1.0,scaffold,ood_test
11450,1,1,1.0,scaffold,ood_test
11469,1,1,1.0,scaffold,ood_test
11482,1,1,1.0,scaffold,ood_test
11486,1,1,1.0,scaffold,ood_test
11503,1,0,0.0,scaffold,ood_test
11513,1,1,1.0,scaffold,ood_test
11532,1,1,1.0,scaffold,ood_test
11535,1,0,0.0,scaffold,ood_test
11569,1,1,1.0,scaffold,ood_test
11645,1,1,1.0,scaffold,ood_test
11658,10,10,1.0,scaffold,ood_test
11776,1,0,0.0,scaffold,ood_test
11836,1,1,1.0,scaffold,ood_test
11840,3,3,1.0,scaffold,ood_test
11896,1,1,1.0,scaffold,ood_test
11955,4,0,0.0,scaffold,ood_test
12047,1,0,0.0,scaffold,ood_test
12051,1,1,1.0,scaffold,ood_test
12099,1,0,0.0,scaffold,ood_test
12101,1,1,1.0,scaffold,ood_test
12107,1,0,0.0,scaffold,ood_test
12108,1,0,0.0,scaffold,ood_test
12119,2,1,0.5,scaffold,ood_test
12192,1,0,0.0,scaffold,ood_test
12221,2,2,1.0,scaffold,ood_test
12229,1,1,1.0,scaffold,ood_test
12235,2,1,0.5,scaffold,ood_test
12238,1,0,0.0,scaffold,ood_test
12245,1,1,1.0,scaffold,ood_test
12257,1,1,1.0,scaffold,ood_test
12264,2,1,0.5,scaffold,ood_test
12287,2,0,0.0,scaffold,ood_test
12330,1,1,1.0,scaffold,ood_test
12387,1,1,1.0,scaffold,ood_test
12437,1,0,0.0,scaffold,ood_test
12505,1,1,1.0,scaffold,ood_test
12518,1,0,0.0,scaffold,ood_test
12540,1,0,0.0,scaffold,ood_test
12656,2,0,0.0,scaffold,ood_test
12664,1,0,0.0,scaffold,ood_test
12728,1,0,0.0,scaffold,ood_test
12765,1,0,0.0,scaffold,ood_test
12829,4,3,0.75,scaffold,ood_test
12852,1,0,0.0,scaffold,ood_test
12877,1,0,0.0,scaffold,ood_test
12906,1,0,0.0,scaffold,ood_test
12911,1,0,0.0,scaffold,ood_test
13114,6,3,0.5,scaffold,ood_test
13132,1,0,0.0,scaffold,ood_test
13919,10,7,0.7,scaffold,ood_test
13961,2,2,1.0,scaffold,ood_test
14068,15,15,1.0,scaffold,ood_test
14098,1,1,1.0,scaffold,ood_test
14102,1,1,1.0,scaffold,ood_test
14133,1,1,1.0,scaffold,ood_test
14151,3,2,0.6666666666666666,scaffold,ood_test
14173,1,1,1.0,scaffold,ood_test
14278,1,1,1.0,scaffold,ood_test
14418,17,17,1.0,scaffold,ood_test
14613,2,2,1.0,scaffold,ood_test
14618,8,5,0.625,scaffold,ood_test
15195,2,1,0.5,scaffold,ood_test
15214,52,52,1.0,scaffold,ood_test
15217,4,4,1.0,scaffold,ood_test
15218,1,1,1.0,scaffold,ood_test
15219,1,1,1.0,scaffold,ood_test
15222,1,1,1.0,scaffold,ood_test
15223,3,3,1.0,scaffold,ood_test
15224,15,15,1.0,scaffold,ood_test
15226,1,1,1.0,scaffold,ood_test
15295,6,2,0.3333333333333333,scaffold,ood_test
15302,1,0,0.0,scaffold,ood_test
15305,1,0,0.0,scaffold,ood_test
15307,1,0,0.0,scaffold,ood_test
15309,1,0,0.0,scaffold,ood_test
15320,7,0,0.0,scaffold,ood_test
15321,2,0,0.0,scaffold,ood_test
15451,1,1,1.0,scaffold,ood_test
15959,14,2,0.14285714285714285,scaffold,ood_test
15960,1,0,0.0,scaffold,ood_test
16016,2,2,1.0,scaffold,ood_test
16017,1,1,1.0,scaffold,ood_test
16021,1,1,1.0,scaffold,ood_test
16022,1,1,1.0,scaffold,ood_test
16036,1,1,1.0,scaffold,ood_test
16101,12,8,0.6666666666666666,scaffold,ood_test
16184,9,8,0.8888888888888888,scaffold,ood_test
16251,1,0,0.0,scaffold,ood_test
16325,15,15,1.0,scaffold,ood_test
16439,3,1,0.3333333333333333,scaffold,ood_test
16444,4,2,0.5,scaffold,ood_test
16505,1,1,1.0,scaffold,ood_test
16628,7,5,0.7142857142857143,scaffold,ood_test
16630,1,0,0.0,scaffold,ood_test
16664,3,3,1.0,scaffold,ood_test
16727,1,1,1.0,scaffold,ood_test
16807,1,1,1.0,scaffold,ood_test
16933,5,5,1.0,scaffold,ood_test
17183,1,1,1.0,scaffold,ood_test
17193,1,1,1.0,scaffold,ood_test
17196,1,1,1.0,scaffold,ood_test
17206,1,1,1.0,scaffold,ood_test
17833,1,1,1.0,scaffold,ood_test
17834,5,5,1.0,scaffold,ood_test
