assay_id,split,passes_filter,n_total,n_inexact,n_invalid,n_exact,fraction_exact,n_actives,n_has_binary,fraction_active
CHEMBL2045254,train,1,43,0,5,38,0.8837209302325582,0.0,38,0.0
CHEMBL2045273,train,1,48,6,0,42,0.875,12.0,42,0.2857142857142857
CHEMBL2045325,train,1,40,0,0,40,1.0,20.0,40,0.5
CHEMBL2045328,train,1,40,0,0,40,1.0,0.0,40,0.0
CHEMBL2045537,train,1,43,1,0,42,0.9767441860465116,35.0,42,0.8333333333333334
CHEMBL2045540,train,1,43,3,0,40,0.9302325581395349,32.0,40,0.8
CHEMBL2045541,train,1,43,3,0,40,0.9302325581395349,21.0,40,0.525
CHEMBL2045543,train,1,43,3,0,40,0.9302325581395349,21.0,40,0.525
CHEMBL2045702,train,1,33,0,0,33,1.0,0.0,33,0.0
CHEMBL2045873,train,1,53,7,0,46,0.8679245283018868,24.0,46,0.5217391304347826
CHEMBL2045874,train,1,45,3,0,42,0.9333333333333333,21.0,42,0.5
CHEMBL2045875,train,1,46,1,0,45,0.9782608695652174,23.0,45,0.5111111111111111
CHEMBL2045986,train,1,100,7,0,93,0.93,92.0,93,0.989247311827957
CHEMBL2045987,train,1,56,0,0,56,1.0,56.0,56,1.0
CHEMBL2045988,train,1,56,0,0,56,1.0,56.0,56,1.0
CHEMBL2045992,train,1,48,5,0,43,0.8958333333333334,24.0,43,0.5581395348837209
CHEMBL2046046,train,1,58,4,0,54,0.9310344827586207,28.0,54,0.5185185185185185
CHEMBL2046227,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL2046228,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL2046255,train,1,109,1,0,108,0.9908256880733946,54.0,108,0.5
CHEMBL2046256,train,1,109,4,0,105,0.963302752293578,54.0,105,0.5142857142857142
CHEMBL2049249,train,1,41,0,0,41,1.0,41.0,41,1.0
CHEMBL2049250,train,1,41,0,0,41,1.0,20.0,41,0.4878048780487805
CHEMBL2049251,train,1,41,0,0,41,1.0,20.0,41,0.4878048780487805
CHEMBL2049253,train,1,41,0,0,41,1.0,31.0,41,0.7560975609756098
CHEMBL2049561,train,1,57,2,0,55,0.9649122807017544,55.0,55,1.0
CHEMBL2049562,train,1,55,4,0,51,0.9272727272727272,27.0,51,0.5294117647058824
CHEMBL2049563,train,1,53,0,0,53,1.0,26.0,53,0.49056603773584906
CHEMBL2049891,train,1,36,0,0,36,1.0,36.0,36,1.0
CHEMBL2050000,train,1,55,5,0,50,0.9090909090909091,27.0,50,0.54
CHEMBL2050001,train,1,54,17,0,37,0.6851851851851852,2.0,37,0.05405405405405406
CHEMBL2050054,train,1,44,4,0,40,0.9090909090909091,22.0,40,0.55
CHEMBL2050319,train,1,70,0,0,70,1.0,67.0,70,0.9571428571428572
CHEMBL2050419,train,1,46,10,0,36,0.782608695652174,23.0,36,0.6388888888888888
CHEMBL2050420,train,1,46,4,0,42,0.9130434782608695,38.0,42,0.9047619047619048
CHEMBL2050632,train,1,40,0,0,40,1.0,40.0,40,1.0
CHEMBL2050633,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL2050726,train,1,51,8,0,43,0.8431372549019608,42.0,43,0.9767441860465116
CHEMBL2050819,train,1,47,0,0,47,1.0,23.0,47,0.48936170212765956
CHEMBL2050865,train,1,39,0,0,39,1.0,19.0,39,0.48717948717948717
CHEMBL2050876,train,1,44,0,3,41,0.9318181818181818,20.0,41,0.4878048780487805
CHEMBL2050877,train,1,44,0,0,44,1.0,22.0,44,0.5
CHEMBL2051271,train,1,50,0,0,50,1.0,25.0,50,0.5
CHEMBL2051272,train,1,50,0,0,50,1.0,25.0,50,0.5
CHEMBL2051273,train,1,50,0,0,50,1.0,50.0,50,1.0
CHEMBL2051274,train,1,50,0,0,50,1.0,50.0,50,1.0
CHEMBL2051437,train,1,66,20,0,46,0.696969696969697,21.0,46,0.45652173913043476
CHEMBL2051535,train,1,67,1,0,66,0.9850746268656716,64.0,66,0.9696969696969697
CHEMBL2051598,train,1,48,5,0,43,0.8958333333333334,21.0,43,0.4883720930232558
CHEMBL2051599,train,1,48,9,0,39,0.8125,1.0,39,0.02564102564102564
CHEMBL2051603,train,1,48,5,0,43,0.8958333333333334,24.0,43,0.5581395348837209
CHEMBL2051636,train,1,34,0,1,33,0.9705882352941176,17.0,33,0.5151515151515151
CHEMBL2060097,train,1,44,0,0,44,1.0,0.0,44,0.0
CHEMBL2060098,train,1,83,8,0,75,0.9036144578313253,41.0,75,0.5466666666666666
CHEMBL2060157,train,1,35,0,3,32,0.9142857142857143,17.0,32,0.53125
CHEMBL2060578,train,1,48,0,0,48,1.0,48.0,48,1.0
CHEMBL2060785,train,1,39,0,0,39,1.0,19.0,39,0.48717948717948717
CHEMBL2060786,train,1,38,0,0,38,1.0,36.0,38,0.9473684210526315
CHEMBL2060796,train,1,37,0,0,37,1.0,16.0,37,0.43243243243243246
CHEMBL2060797,train,1,39,0,0,39,1.0,18.0,39,0.46153846153846156
CHEMBL2060911,train,1,37,1,0,36,0.972972972972973,35.0,36,0.9722222222222222
CHEMBL2060936,train,1,51,0,0,51,1.0,25.0,51,0.49019607843137253
CHEMBL2060937,train,1,51,1,0,50,0.9803921568627451,24.0,50,0.48
CHEMBL2061013,train,1,33,1,0,32,0.9696969696969697,32.0,32,1.0
CHEMBL2061148,train,1,41,5,0,36,0.8780487804878049,20.0,36,0.5555555555555556
CHEMBL2061324,train,1,44,2,0,42,0.9545454545454546,42.0,42,1.0
CHEMBL2061325,train,1,38,1,0,37,0.9736842105263158,37.0,37,1.0
CHEMBL2061437,train,1,75,0,0,75,1.0,72.0,75,0.96
CHEMBL2061438,train,1,75,26,0,49,0.6533333333333333,37.0,49,0.7551020408163265
CHEMBL2061535,train,1,43,0,0,43,1.0,43.0,43,1.0
CHEMBL2061564,train,1,38,0,0,38,1.0,38.0,38,1.0
CHEMBL2061607,train,1,49,1,0,48,0.9795918367346939,47.0,48,0.9791666666666666
CHEMBL2061652,train,1,50,7,0,43,0.86,43.0,43,1.0
CHEMBL2061686,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL2061718,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL2061719,train,1,32,0,0,32,1.0,32.0,32,1.0
CHEMBL2061723,train,1,41,0,0,41,1.0,20.0,41,0.4878048780487805
CHEMBL2061724,train,1,41,0,0,41,1.0,18.0,41,0.43902439024390244
CHEMBL2061760,train,1,34,0,0,34,1.0,0.0,34,0.0
CHEMBL2061761,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL2061831,train,1,39,3,0,36,0.9230769230769231,36.0,36,1.0
CHEMBL2061832,train,1,39,3,0,36,0.9230769230769231,18.0,36,0.5
CHEMBL2061882,train,1,35,0,0,35,1.0,17.0,35,0.4857142857142857
CHEMBL2061901,train,1,59,23,0,36,0.6101694915254238,19.0,36,0.5277777777777778
CHEMBL2061976,train,1,121,0,11,110,0.9090909090909091,59.0,110,0.5363636363636364
CHEMBL2061977,train,1,39,0,0,39,1.0,19.0,39,0.48717948717948717
CHEMBL2061978,train,1,38,0,1,37,0.9736842105263158,19.0,37,0.5135135135135135
CHEMBL2065218,train,1,48,9,0,39,0.8125,24.0,39,0.6153846153846154
CHEMBL2066341,train,1,72,0,0,72,1.0,29.0,72,0.4027777777777778
CHEMBL2066342,train,1,71,0,9,62,0.8732394366197183,4.0,62,0.06451612903225806
CHEMBL2066371,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL2067054,train,1,79,0,0,79,1.0,39.0,79,0.4936708860759494
CHEMBL2067311,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL2067436,train,1,104,0,0,104,1.0,101.0,104,0.9711538461538461
CHEMBL2067437,train,1,104,0,0,104,1.0,46.0,104,0.4423076923076923
CHEMBL2067456,train,1,44,1,0,43,0.9772727272727273,22.0,43,0.5116279069767442
CHEMBL2067457,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL2071815,train,1,52,8,0,44,0.8461538461538461,24.0,44,0.5454545454545454
CHEMBL2071880,train,1,42,0,0,42,1.0,42.0,42,1.0
CHEMBL2071881,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL2072018,train,1,38,3,0,35,0.9210526315789473,19.0,35,0.5428571428571428
CHEMBL2072294,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL2072296,train,1,39,0,0,39,1.0,15.0,39,0.38461538461538464
CHEMBL2072421,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL2072610,train,1,32,0,0,32,1.0,16.0,32,0.5
CHEMBL2072678,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL2072679,train,1,37,0,0,37,1.0,35.0,37,0.9459459459459459
CHEMBL2072680,train,1,37,1,0,36,0.972972972972973,18.0,36,0.5
CHEMBL2072892,train,1,46,0,0,46,1.0,46.0,46,1.0
CHEMBL2072941,train,1,74,2,0,72,0.972972972972973,72.0,72,1.0
CHEMBL2072943,train,1,74,28,0,46,0.6216216216216216,37.0,46,0.8043478260869565
CHEMBL2072968,train,1,49,0,0,49,1.0,24.0,49,0.4897959183673469
CHEMBL2072979,train,1,66,7,0,59,0.8939393939393939,59.0,59,1.0
CHEMBL2073149,train,1,47,0,0,47,1.0,4.0,47,0.0851063829787234
CHEMBL2073151,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL2073348,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL2073498,train,1,34,1,0,33,0.9705882352941176,33.0,33,1.0
CHEMBL2073499,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL2073576,train,1,51,0,0,51,1.0,50.0,51,0.9803921568627451
CHEMBL2073608,train,1,46,1,0,45,0.9782608695652174,23.0,45,0.5111111111111111
CHEMBL2073609,train,1,46,5,0,41,0.8913043478260869,12.0,41,0.2926829268292683
CHEMBL2073616,train,1,111,27,0,84,0.7567567567567568,55.0,84,0.6547619047619048
CHEMBL2089413,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL2089432,train,1,34,0,0,34,1.0,24.0,34,0.7058823529411765
CHEMBL2089433,train,1,34,0,0,34,1.0,23.0,34,0.6764705882352942
CHEMBL2089541,train,1,38,4,0,34,0.8947368421052632,19.0,34,0.5588235294117647
CHEMBL2089826,train,1,49,4,0,45,0.9183673469387755,45.0,45,1.0
CHEMBL2089827,train,1,49,0,1,48,0.9795918367346939,24.0,48,0.5
CHEMBL2089828,train,1,45,6,0,39,0.8666666666666667,39.0,39,1.0
CHEMBL2089829,train,1,45,0,1,44,0.9777777777777777,21.0,44,0.4772727272727273
CHEMBL2090041,train,1,47,1,0,46,0.9787234042553191,23.0,46,0.5
CHEMBL2090042,train,1,47,1,0,46,0.9787234042553191,45.0,46,0.9782608695652174
CHEMBL2090191,train,1,38,0,0,38,1.0,19.0,38,0.5
CHEMBL2090192,train,1,38,0,0,38,1.0,19.0,38,0.5
CHEMBL2090703,train,1,44,1,0,43,0.9772727272727273,43.0,43,1.0
CHEMBL2090704,train,1,40,0,0,40,1.0,20.0,40,0.5
CHEMBL2090858,train,1,67,0,0,67,1.0,33.0,67,0.4925373134328358
CHEMBL2090859,train,1,36,1,0,35,0.9722222222222222,18.0,35,0.5142857142857142
CHEMBL2091130,train,1,36,0,0,36,1.0,36.0,36,1.0
CHEMBL2091156,train,1,105,13,0,92,0.8761904761904762,52.0,92,0.5652173913043478
CHEMBL2091158,train,1,78,7,0,71,0.9102564102564102,38.0,71,0.5352112676056338
CHEMBL2091160,train,1,77,8,0,69,0.8961038961038961,37.0,69,0.5362318840579711
CHEMBL2091175,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL2091218,train,1,41,1,0,40,0.975609756097561,40.0,40,1.0
CHEMBL2091396,train,1,146,53,0,93,0.636986301369863,70.0,93,0.7526881720430108
CHEMBL2091397,train,1,40,0,0,40,1.0,2.0,40,0.05
CHEMBL2091563,train,1,43,0,0,43,1.0,20.0,43,0.46511627906976744
CHEMBL2091603,train,1,50,0,0,50,1.0,24.0,50,0.48
CHEMBL2091604,train,1,50,0,0,50,1.0,16.0,50,0.32
CHEMBL2091605,train,1,50,0,0,50,1.0,23.0,50,0.46
CHEMBL2091606,train,1,50,0,0,50,1.0,18.0,50,0.36
CHEMBL2091607,train,1,37,1,0,36,0.972972972972973,18.0,36,0.5
CHEMBL2091608,train,1,50,0,0,50,1.0,19.0,50,0.38
CHEMBL2091609,train,1,50,0,0,50,1.0,23.0,50,0.46
CHEMBL2091610,train,1,43,0,0,43,1.0,18.0,43,0.4186046511627907
CHEMBL2091611,train,1,43,2,0,41,0.9534883720930233,9.0,41,0.21951219512195122
CHEMBL2091612,train,1,43,2,0,41,0.9534883720930233,5.0,41,0.12195121951219512
CHEMBL2091613,train,1,43,0,0,43,1.0,17.0,43,0.3953488372093023
CHEMBL2091614,train,1,36,1,0,35,0.9722222222222222,18.0,35,0.5142857142857142
CHEMBL2091615,train,1,43,1,0,42,0.9767441860465116,14.0,42,0.3333333333333333
CHEMBL2091616,train,1,43,1,0,42,0.9767441860465116,2.0,42,0.047619047619047616
CHEMBL2091617,train,1,43,0,0,43,1.0,17.0,43,0.3953488372093023
CHEMBL2091618,train,1,43,0,0,43,1.0,13.0,43,0.3023255813953488
CHEMBL2091656,train,1,37,0,0,37,1.0,17.0,37,0.4594594594594595
CHEMBL2091657,train,1,37,0,0,37,1.0,18.0,37,0.4864864864864865
CHEMBL2091658,train,1,37,0,0,37,1.0,15.0,37,0.40540540540540543
CHEMBL2091724,train,1,35,2,0,33,0.9428571428571428,17.0,33,0.5151515151515151
CHEMBL2091725,train,1,33,0,0,33,1.0,16.0,33,0.48484848484848486
CHEMBL2091726,train,1,35,3,0,32,0.9142857142857143,17.0,32,0.53125
CHEMBL2091836,train,1,47,1,0,46,0.9787234042553191,44.0,46,0.9565217391304348
CHEMBL2091950,train,1,42,10,0,32,0.7619047619047619,21.0,32,0.65625
CHEMBL2091985,train,1,35,0,0,35,1.0,35.0,35,1.0
CHEMBL2092022,train,1,42,8,0,34,0.8095238095238095,21.0,34,0.6176470588235294
CHEMBL2092024,train,1,42,8,0,34,0.8095238095238095,21.0,34,0.6176470588235294
CHEMBL2092082,train,1,40,2,0,38,0.95,38.0,38,1.0
CHEMBL2092116,train,1,49,0,0,49,1.0,49.0,49,1.0
CHEMBL2092205,train,1,37,5,0,32,0.8648648648648649,14.0,32,0.4375
CHEMBL2092264,train,1,33,0,0,33,1.0,33.0,33,1.0
CHEMBL2092446,train,1,36,0,0,36,1.0,36.0,36,1.0
CHEMBL2092447,train,1,33,1,0,32,0.9696969696969697,32.0,32,1.0
CHEMBL2092592,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL2093842,train,1,288,0,164,124,0.4305555555555556,70.0,124,0.5645161290322581
CHEMBL2093844,train,1,223,0,111,112,0.5022421524663677,23.0,112,0.20535714285714285
CHEMBL2093845,train,1,479,0,122,357,0.7453027139874739,0.0,357,0.0
CHEMBL2093848,train,1,468,0,312,156,0.3333333333333333,57.0,156,0.36538461538461536
CHEMBL2093849,train,1,52,0,0,52,1.0,26.0,52,0.5
CHEMBL2093850,train,1,73,0,27,46,0.6301369863013698,12.0,46,0.2608695652173913
CHEMBL2094249,train,1,54,0,0,54,1.0,54.0,54,1.0
CHEMBL2094261,train,1,399,0,34,365,0.9147869674185464,11.0,365,0.030136986301369864
CHEMBL2094262,train,1,399,0,22,377,0.9448621553884712,66.0,377,0.17506631299734748
CHEMBL2094264,train,1,56,2,0,54,0.9642857142857143,28.0,54,0.5185185185185185
CHEMBL2094265,train,1,57,2,0,55,0.9649122807017544,28.0,55,0.509090909090909
CHEMBL2095143,train,1,672,605,0,67,0.09970238095238096,67.0,67,1.0
CHEMBL2095144,train,1,1198,521,0,677,0.5651085141903172,578.0,677,0.8537666174298375
CHEMBL2098495,train,1,774,0,0,774,1.0,384.0,774,0.49612403100775193
CHEMBL2098496,train,1,177,0,0,177,1.0,88.0,177,0.4971751412429379
CHEMBL2098499,train,1,157,0,0,157,1.0,78.0,157,0.4968152866242038
CHEMBL2114000,train,1,69,36,0,33,0.4782608695652174,32.0,33,0.9696969696969697
CHEMBL2114714,train,1,1379,1001,0,378,0.27411167512690354,375.0,378,0.9920634920634921
CHEMBL2114717,train,1,127,85,0,42,0.33070866141732286,42.0,42,1.0
CHEMBL2114719,train,1,363,38,0,325,0.8953168044077136,181.0,325,0.556923076923077
CHEMBL2114776,train,1,83,0,0,83,1.0,83.0,83,1.0
CHEMBL2114893,train,1,88,0,0,88,1.0,88.0,88,1.0
CHEMBL2148600,train,1,48,4,0,44,0.9166666666666666,43.0,44,0.9772727272727273
CHEMBL2149219,train,1,50,13,0,37,0.74,23.0,37,0.6216216216216216
CHEMBL2149224,train,1,45,0,0,45,1.0,7.0,45,0.15555555555555556
CHEMBL2149225,train,1,46,0,0,46,1.0,4.0,46,0.08695652173913043
CHEMBL2149434,train,1,52,2,0,50,0.9615384615384616,50.0,50,1.0
CHEMBL2149554,train,1,42,5,0,37,0.8809523809523809,2.0,37,0.05405405405405406
CHEMBL2149719,train,1,42,0,0,42,1.0,42.0,42,1.0
CHEMBL2149720,train,1,42,0,0,42,1.0,42.0,42,1.0
CHEMBL2149721,train,1,40,1,0,39,0.975,20.0,39,0.5128205128205128
CHEMBL2150100,train,1,54,4,0,50,0.9259259259259259,27.0,50,0.54
CHEMBL2150124,train,1,40,0,0,40,1.0,11.0,40,0.275
CHEMBL2150444,train,1,47,0,0,47,1.0,22.0,47,0.46808510638297873
CHEMBL2150811,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL2150812,train,1,34,0,0,34,1.0,34.0,34,1.0
CHEMBL2150813,train,1,34,1,0,33,0.9705882352941176,33.0,33,1.0
CHEMBL2153915,train,1,39,0,1,38,0.9743589743589743,19.0,38,0.5
CHEMBL2153917,train,1,39,0,1,38,0.9743589743589743,19.0,38,0.5
CHEMBL2153919,train,1,39,0,1,38,0.9743589743589743,19.0,38,0.5
CHEMBL2153985,train,1,35,0,0,35,1.0,17.0,35,0.4857142857142857
CHEMBL2154067,train,1,39,1,0,38,0.9743589743589743,38.0,38,1.0
CHEMBL2154428,train,1,43,0,0,43,1.0,21.0,43,0.4883720930232558
CHEMBL2154471,train,1,49,0,0,49,1.0,24.0,49,0.4897959183673469
CHEMBL2154473,train,1,32,0,0,32,1.0,0.0,32,0.0
CHEMBL2154764,train,1,39,7,0,32,0.8205128205128205,32.0,32,1.0
CHEMBL2154766,train,1,39,4,0,35,0.8974358974358975,35.0,35,1.0
CHEMBL2154898,train,1,36,0,1,35,0.9722222222222222,13.0,35,0.37142857142857144
CHEMBL2154900,train,1,34,0,2,32,0.9411764705882353,4.0,32,0.125
CHEMBL2155208,train,1,39,3,0,36,0.9230769230769231,19.0,36,0.5277777777777778
CHEMBL2155446,train,1,127,3,0,124,0.9763779527559056,116.0,124,0.9354838709677419
CHEMBL2155531,train,1,59,0,0,59,1.0,59.0,59,1.0
CHEMBL2155533,train,1,57,0,0,57,1.0,28.0,57,0.49122807017543857
CHEMBL2155712,train,1,61,19,0,42,0.6885245901639344,30.0,42,0.7142857142857143
CHEMBL2155758,train,1,48,0,0,48,1.0,48.0,48,1.0
CHEMBL2155763,train,1,37,4,0,33,0.8918918918918919,18.0,33,0.5454545454545454
CHEMBL2155788,train,1,61,13,0,48,0.7868852459016393,30.0,48,0.625
CHEMBL2155789,train,1,61,11,0,50,0.819672131147541,30.0,50,0.6
CHEMBL2156069,train,1,45,1,0,44,0.9777777777777777,44.0,44,1.0
CHEMBL2156127,train,1,47,1,0,46,0.9787234042553191,46.0,46,1.0
CHEMBL2156220,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL2156221,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL2156222,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL2156443,train,1,74,28,0,46,0.6216216216216216,18.0,46,0.391304347826087
CHEMBL2156700,train,1,35,1,0,34,0.9714285714285714,17.0,34,0.5
CHEMBL2156781,train,1,138,7,0,131,0.9492753623188406,123.0,131,0.9389312977099237
CHEMBL2157132,train,1,37,0,0,37,1.0,37.0,37,1.0
CHEMBL2157133,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL2157136,train,1,36,0,0,36,1.0,18.0,36,0.5
CHEMBL2160521,train,1,35,0,0,35,1.0,17.0,35,0.4857142857142857
CHEMBL2160522,train,1,35,0,0,35,1.0,16.0,35,0.45714285714285713
CHEMBL2160579,train,1,73,34,0,39,0.5342465753424658,2.0,39,0.05128205128205128
CHEMBL2160580,train,1,73,13,0,60,0.821917808219178,12.0,60,0.2
CHEMBL2160581,train,1,73,2,0,71,0.9726027397260274,36.0,71,0.5070422535211268
CHEMBL2160724,train,1,53,0,0,53,1.0,53.0,53,1.0
CHEMBL2160725,train,1,53,0,0,53,1.0,53.0,53,1.0
CHEMBL2161049,train,1,35,0,0,35,1.0,33.0,35,0.9428571428571428
CHEMBL2161050,train,1,38,0,0,38,1.0,37.0,38,0.9736842105263158
CHEMBL2161273,train,1,35,1,0,34,0.9714285714285714,17.0,34,0.5
CHEMBL2161837,train,1,45,6,0,39,0.8666666666666667,8.0,39,0.20512820512820512
CHEMBL2162371,train,1,50,5,0,45,0.9,45.0,45,1.0
CHEMBL2162622,train,1,43,0,0,43,1.0,20.0,43,0.46511627906976744
CHEMBL2162623,train,1,51,0,9,42,0.8235294117647058,25.0,42,0.5952380952380952
CHEMBL2162624,train,1,41,0,0,41,1.0,39.0,41,0.9512195121951219
CHEMBL2162843,train,1,77,0,0,77,1.0,77.0,77,1.0
CHEMBL2162844,train,1,43,1,0,42,0.9767441860465116,42.0,42,1.0
CHEMBL2162845,train,1,40,0,0,40,1.0,40.0,40,1.0
CHEMBL2162846,train,1,40,0,0,40,1.0,40.0,40,1.0
CHEMBL2163155,train,1,39,0,0,39,1.0,39.0,39,1.0
CHEMBL2166270,train,1,485,0,160,325,0.6701030927835051,9.0,325,0.027692307692307693
CHEMBL2166271,train,1,485,0,190,295,0.6082474226804123,15.0,295,0.05084745762711865
CHEMBL2166381,train,1,59,2,0,57,0.9661016949152542,57.0,57,1.0
CHEMBL2166382,train,1,59,0,0,59,1.0,59.0,59,1.0
CHEMBL2166481,train,1,45,1,0,44,0.9777777777777777,22.0,44,0.5
CHEMBL2166482,train,1,36,1,0,35,0.9722222222222222,18.0,35,0.5142857142857142
CHEMBL2166483,train,1,49,1,0,48,0.9795918367346939,24.0,48,0.5
CHEMBL2166484,train,1,49,0,0,49,1.0,24.0,49,0.4897959183673469
CHEMBL2166485,train,1,49,1,0,48,0.9795918367346939,23.0,48,0.4791666666666667
CHEMBL2166544,train,1,43,0,0,43,1.0,43.0,43,1.0
CHEMBL2166654,train,1,57,4,0,53,0.9298245614035088,53.0,53,1.0
CHEMBL2166655,train,1,57,2,0,55,0.9649122807017544,55.0,55,1.0
CHEMBL2166656,train,1,57,4,0,53,0.9298245614035088,53.0,53,1.0
CHEMBL2166657,train,1,57,3,0,54,0.9473684210526315,28.0,54,0.5185185185185185
CHEMBL2166665,train,1,48,0,0,48,1.0,48.0,48,1.0
CHEMBL2166977,train,1,59,0,0,59,1.0,59.0,59,1.0
CHEMBL2167126,train,1,52,10,0,42,0.8076923076923077,26.0,42,0.6190476190476191
CHEMBL2167915,train,1,50,1,0,49,0.98,25.0,49,0.5102040816326531
CHEMBL2167992,train,1,54,14,0,40,0.7407407407407407,27.0,40,0.675
CHEMBL2168001,train,1,35,2,0,33,0.9428571428571428,29.0,33,0.8787878787878788
CHEMBL2168488,train,1,58,6,0,52,0.896551724137931,24.0,52,0.46153846153846156
CHEMBL2168489,train,1,40,4,0,36,0.9,20.0,36,0.5555555555555556
CHEMBL2168490,train,1,60,20,0,40,0.6666666666666666,26.0,40,0.65
CHEMBL2168491,train,1,37,2,0,35,0.9459459459459459,18.0,35,0.5142857142857142
CHEMBL2168492,train,1,57,1,0,56,0.9824561403508771,56.0,56,1.0
CHEMBL2168708,train,1,38,6,0,32,0.8421052631578947,32.0,32,1.0
CHEMBL2169117,train,1,38,0,0,38,1.0,38.0,38,1.0
CHEMBL2169429,train,1,218,0,23,195,0.8944954128440367,72.0,195,0.36923076923076925
CHEMBL2169430,train,1,218,0,38,180,0.8256880733944955,40.0,180,0.2222222222222222
CHEMBL2169431,train,1,218,0,47,171,0.7844036697247706,43.0,171,0.25146198830409355
CHEMBL2169469,train,1,46,2,0,44,0.9565217391304348,22.0,44,0.5
CHEMBL2169470,train,1,46,5,0,41,0.8913043478260869,23.0,41,0.5609756097560976
CHEMBL2169471,train,1,46,3,0,43,0.9347826086956522,23.0,43,0.5348837209302325
CHEMBL2169617,train,1,50,0,0,50,1.0,50.0,50,1.0
CHEMBL2169619,train,1,50,10,0,40,0.8,40.0,40,1.0
CHEMBL2169620,train,1,50,1,0,49,0.98,49.0,49,1.0
CHEMBL2169621,train,1,50,1,0,49,0.98,49.0,49,1.0
CHEMBL2169622,train,1,50,10,0,40,0.8,40.0,40,1.0
CHEMBL2169663,train,1,57,13,0,44,0.7719298245614035,44.0,44,1.0
CHEMBL2173311,train,1,61,2,0,59,0.9672131147540983,57.0,59,0.9661016949152542
CHEMBL2173408,train,1,40,0,0,40,1.0,20.0,40,0.5
CHEMBL2173434,train,1,51,1,0,50,0.9803921568627451,50.0,50,1.0
CHEMBL2173435,train,1,51,0,0,51,1.0,51.0,51,1.0
CHEMBL2173633,train,1,72,28,0,44,0.6111111111111112,44.0,44,1.0
CHEMBL2173634,train,1,72,6,0,66,0.9166666666666666,66.0,66,1.0
CHEMBL2173970,train,1,40,0,0,40,1.0,40.0,40,1.0
CHEMBL2173976,train,1,38,2,0,36,0.9473684210526315,36.0,36,1.0
CHEMBL2174117,train,1,46,7,0,39,0.8478260869565217,16.0,39,0.41025641025641024
CHEMBL2174120,train,1,48,11,0,37,0.7708333333333334,21.0,37,0.5675675675675675
CHEMBL2174185,train,1,36,4,0,32,0.8888888888888888,32.0,32,1.0
CHEMBL2174186,train,1,36,4,0,32,0.8888888888888888,32.0,32,1.0
CHEMBL2174201,train,1,34,0,0,34,1.0,17.0,34,0.5
CHEMBL2174203,train,1,51,0,0,51,1.0,25.0,51,0.49019607843137253
CHEMBL2174230,train,1,35,1,0,34,0.9714285714285714,17.0,34,0.5
CHEMBL2174231,train,1,39,0,0,39,1.0,38.0,39,0.9743589743589743
CHEMBL2174232,train,1,48,1,0,47,0.9791666666666666,47.0,47,1.0
CHEMBL2174233,train,1,38,0,0,38,1.0,38.0,38,1.0
CHEMBL2174238,train,1,43,0,0,43,1.0,43.0,43,1.0
CHEMBL2174268,train,1,46,0,0,46,1.0,23.0,46,0.5
CHEMBL2174547,train,1,36,1,0,35,0.9722222222222222,17.0,35,0.4857142857142857
CHEMBL2174872,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL2174873,train,1,42,0,0,42,1.0,21.0,42,0.5
CHEMBL2174992,train,1,84,10,0,74,0.8809523809523809,42.0,74,0.5675675675675675
CHEMBL2174994,train,1,58,16,0,42,0.7241379310344828,9.0,42,0.21428571428571427
CHEMBL2175089,train,1,72,20,0,52,0.7222222222222222,28.0,52,0.5384615384615384
CHEMBL2175090,train,1,74,24,0,50,0.6756756756756757,32.0,50,0.64
CHEMBL2175091,train,1,74,37,0,37,0.5,17.0,37,0.4594594594594595
CHEMBL2175134,train,1,63,3,0,60,0.9523809523809523,60.0,60,1.0
CHEMBL2175135,train,1,62,5,0,57,0.9193548387096774,57.0,57,1.0
CHEMBL2175144,train,1,65,7,0,58,0.8923076923076924,32.0,58,0.5517241379310345
